"rt","responses","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","condition","turkCode","timeStamp","experiment","list","phase","completed"
"2042","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":""""}","survey-text","0","0","2050","0-0","1","5Q1Q","Mon, 02 Nov 2015 19:20:30 GMT","1 - target_only","2","1","true"
